client_id,org_type,posted_date,major,gpa,courses,projects_count,internships_count,student_location,student_skills,title,role_family,required_skills,nice_to_have,salary_band,job_location,company_size,impressions,clicks,saves,apply,dwell_time,revisit_count,match_score,recommended
client_C7,C,2025-07-24,Marketing,2.9080531892667447,"WebDev,Strategy,NLP,HRM,ML",1,0,Onsite-B,"ML-10-req,FIN-01-req,DATA-10-req,MGT-06-req,MKT-09-req,WEB-10-req,WEB-06-req,MKT-10-req,SEC-04-req,MKT-01-req",Digital Marketing,Digital Marketing,"MKT-05-req,FIN-02-req,HR-08-req,CLOUD-09-req,FIN-08-req,MOB-03-req,ML-10-req","FIN-05-req,MGT-10-req,SEC-08-req",80-120k,Hybrid,201-1000,15,0,0,0,36.45613177679909,1,0.29050524988138443,0
client_C7,C,2025-04-16,Finance,2.6032827317462535,"DSA,Business Analytics,DBMS,Accounting,Networks",0,0,Onsite-A,"MOB-08-req,DATA-09-req,CLOUD-09-req,WEB-04-req,DATA-01-req,WEB-02-req",Talent Acquisition,Talent Acquisition,"DATA-01-req,DATA-10-req,DATA-09-req,CLOUD-09-req,DATA-12-req,ML-08-req","MKT-06-req,DEV-10-req",50-80k,Onsite-B,51-200,6,2,0,1,31.252034197193026,0,0.37952712710355835,0
client_C7,C,2025-06-12,Management,2.982445251846766,"Security,Cloud,Marketing,HRM,Mobile,DL",1,1,Hybrid,"HR-04-req,DEV-10-req,FIN-06-req,FIN-10-req,HR-08-req,WEB-02-req,DATA-07-req,DATA-12-req,FIN-04-req,CLOUD-06-req",ML Engineering,ML Engineering,"MKT-10-req,SEC-04-req,WEB-10-req,ML-10-req,DATA-10-req","DATA-08-req,HR-03-req",20-30k,Remote,1000+,6,2,0,1,26.88628957908473,0,0.2283994478688057,0
client_C7,C,2025-04-01,Economics,2.743698163536478,"Accounting,HRM,Marketing",0,0,Remote,"MKT-10-req,SEC-04-req,WEB-07-req,HR-02-req,DES-04-req,WEB-04-req,MGT-07-req,HR-08-req,ML-01-req,DEV-03-req,SEC-05-req,MKT-06-req",Mobile,Mobile,"FIN-01-req,DATA-08-req,MOB-08-req,MGT-06-req,WEB-10-req,MKT-01-req,DATA-10-req,MKT-10-req,HR-04-req,DEV-03-req","CLOUD-06-req,HR-03-req,FIN-01-req",30-50k,Remote,1000+,22,1,1,1,28.11151184459678,0,0.5371240277880229,0
client_C7,C,2025-07-19,Economics,2.250420747658955,"Business Analytics,AI,ML",3,0,Onsite-C,"ML-10-req,MKT-06-req,WEB-02-req,DEV-10-req,MKT-01-req,HR-02-req,DATA-10-req,MGT-10-req",DevOps/SRE,DevOps/SRE,"HR-10-req,CLOUD-02-req,DEV-10-req,SEC-04-req,MGT-06-req,DATA-09-req","DES-04-req,DEV-03-req,FIN-02-req,SEC-04-req,MKT-05-req",80-120k,Onsite-C,201-1000,12,1,1,0,31.728811098200108,1,0.37212546402915114,0
client_C7,C,2025-06-21,Other,2.744586952871351,"DL,HRM,AI,DBMS,NLP,OS",1,1,Onsite-B,"DATA-12-req,HR-08-req,CLOUD-06-req,SEC-01-req,MGT-05-req,FIN-04-req,DEV-03-req,ML-10-req",Security,Security,"DATA-01-req,MGT-06-req,MKT-10-req,WEB-02-req,FIN-08-req,ML-01-req,CLOUD-07-req,DATA-09-req,FIN-12-req,HR-10-req","FIN-04-req,FIN-06-req",50-80k,Onsite-B,51-200,18,5,0,0,38.13557014105324,0,0.34993279289482576,0
client_C7,C,2025-04-08,Math,3.0166952121661614,"Corporate Finance,Cloud,NLP,Marketing,DBMS",2,0,Remote,"FIN-08-req,MGT-10-req,SEC-08-req,DEV-06-req,DES-07-req,DEV-10-req,HR-03-req,HR-02-req,DATA-07-req,MKT-08-req",Backend,Backend,"HR-03-req,SEC-04-req,SEC-01-req,HR-04-req,MGT-01-req,WEB-06-req,DEV-08-req,FIN-01-req,SEC-06-req","WEB-02-req,HR-06-req,HR-10-req",80-120k,Onsite-C,201-1000,20,1,0,0,36.29741859932943,0,0.2288948949772947,0
client_C7,C,2025-06-23,Economics,3.170605990557433,"Business Analytics,Networks,Strategy",4,0,Onsite-C,"WEB-07-req,MGT-06-req,DEV-08-req,FIN-06-req,HR-06-req,DEV-05-req,MKT-06-req,MKT-08-req,MGT-01-req,MKT-09-req,MGT-05-req",Data Science,Data Science,"DEV-05-req,FIN-10-req,MGT-10-req,HR-08-req,WEB-07-req,MKT-01-req,WEB-10-req,MOB-08-req,WEB-03-req,DATA-07-req","MKT-06-req,MGT-10-req,CLOUD-07-req,FIN-04-req,DES-07-req",80-120k,Onsite-A,11-50,12,2,2,1,31.66297916990935,2,0.37456247426959416,0
client_C7,C,2025-05-20,CS,2.9812775754450103,"NLP,Cloud,Accounting,Business Analytics,Marketing,HRM",3,0,Onsite-B,"FIN-10-req,DATA-07-req,MOB-03-req,DEV-06-req,FIN-02-req,DATA-12-req,FIN-01-req,HR-08-req,DES-04-req,MGT-03-req,MKT-09-req,MGT-05-req",DevOps/SRE,DevOps/SRE,"DES-03-req,DES-04-req,MGT-05-req,FIN-01-req,MGT-03-req,HR-04-req,FIN-08-req,DES-07-req,SEC-04-req","SEC-01-req,ML-01-req",20-30k,Onsite-A,1-10,16,2,0,0,5.0,1,0.42220758372283956,0
client_C7,C,2025-06-06,Business,2.6193914275058345,"NLP,Operations Management,ML,OS,Networks",0,1,Onsite-A,"WEB-03-req,MKT-01-req,DEV-08-req,CLOUD-07-req,FIN-06-req,SEC-01-req,MKT-05-req,DEV-10-req",Finance Analyst,Finance Analyst,"DEV-03-req,FIN-01-req,MKT-10-req,CLOUD-06-req,MKT-08-req","FIN-12-req,DATA-08-req",120k+,Onsite-A,1000+,15,2,0,0,39.82446170062042,1,0.3163596277500539,0
client_C7,C,2025-04-23,Economics,2.4539091655083602,"DBMS,Digital Marketing,OS",1,2,Onsite-A,"DEV-08-req,HR-10-req,DEV-03-req,DEV-05-req,WEB-02-req,MGT-01-req,HR-01-req,CLOUD-06-req,SEC-04-req,CLOUD-02-req",Data Science,Data Science,"SEC-04-req,FIN-08-req,DEV-08-req,HR-02-req,MKT-06-req","MKT-09-req,DEV-08-req",30-50k,Remote,201-1000,15,0,0,0,17.27395223969348,0,0.3264028719370971,0
