client_id,org_type,posted_date,major,gpa,courses,projects_count,internships_count,student_location,student_skills,title,role_family,required_skills,nice_to_have,salary_band,job_location,company_size,impressions,clicks,saves,apply,dwell_time,revisit_count,match_score,recommended
client_P1,P,2025-10-28,IT,2.8309792966556855,"DBMS,DSA,HRM,Cloud",0,0,Onsite-C,"cloud_07,web_12,cloud_11,dev_04,fin_12,mkt_04,cloud_08,mkt_03,web_01,des_04",Cloud/Infra,Cloud/Infra,"sec_01,fin_06,cloud_08,dev_05,web_09,dev_07,sec_02","web_01,ml_11,des_04",80-120k,Onsite-C,1000+,7,3,1,1,47.45066632347779,0,0.6560058842618643,0
client_P1,P,2025-10-08,IT,2.756223441159451,"Marketing,Business Analytics,Cloud,Corporate Finance,NLP",2,0,Onsite-B,"cloud_04,web_03,mob_08,fin_02,cloud_08,mob_01,mkt_01,ml_02,ml_05,dev_05,mkt_09,hr_10",Business Analyst,Business Analyst,"cloud_02,dev_07,mkt_04,sec_04,hr_03,mkt_09,web_02,web_09,mkt_02,hr_06","hr_10,mob_05,data_11,data_03,cloud_02",20-30k,Onsite-C,1-10,5,0,0,0,24.692084666539067,0,0.08005069879561873,0
client_P1,P,2025-09-25,Design,3.528973190442362,"DL,Operations Management,Human-Computer Interaction,Digital Marketing",2,2,Onsite-B,"fin_12,mkt_05,mob_09,dev_04,ml_05,sec_01,dev_07",Design/UI-UX,Design/UI-UX,"web_01,dev_05,mkt_01,fin_09,data_07,des_05,hr_10,sec_02,dev_01","cloud_04,data_08,ml_05",30-50k,Onsite-C,51-200,9,4,1,1,24.577983874410464,0,0.39784657959951353,0
client_P1,P,2025-08-25,HR,2.8692064230654206,"Accounting,OS,Corporate Finance,DSA,Security,Digital Marketing",3,1,Hybrid,"fin_06,dev_01,mkt_02,mob_08,data_03,des_06,data_08",Cloud/Infra,Cloud/Infra,"dev_05,ml_11,mob_09,des_04,ml_08,des_09,mob_02","dev_01,fin_02,mkt_02",20-30k,Onsite-B,11-50,5,0,0,0,14.786560347165889,0,0.2027732807385412,0
client_P1,P,2025-09-10,Business,3.177029321991055,"Human-Computer Interaction,Digital Marketing,Operations Management,WebDev",2,1,Hybrid,"mob_05,dev_01,mkt_09,cloud_04,ml_08,dev_04,hr_06,mkt_01,mob_02,cloud_07,fin_06",Digital Marketing,Digital Marketing,"sec_02,mkt_03,sec_01,web_04,mob_01,mkt_04,cloud_07,fin_09","mkt_04,mkt_02,cloud_07",120k+,Remote,201-1000,11,0,0,0,15.42312263384022,1,0.1747949678315976,0
client_P1,P,2025-10-07,Economics,3.1605903697700057,"NLP,Accounting,Marketing",3,1,Remote,"web_01,mkt_03,sec_01,mob_09,fin_09,des_06,data_07,web_04,mkt_01",Operations Manager,Operations Manager,"fin_10,hr_03,mob_10,cloud_11,web_12","data_07,cloud_04",20-30k,Remote,11-50,18,0,0,0,28.876157694916234,0,0.2213443529756393,0
client_P1,P,2025-08-14,Design,2.8149080380876144,"ML,Marketing,DBMS,NLP",0,0,Onsite-C,"sec_02,fin_07,mkt_03,web_02,web_01,dev_07",DevOps/SRE,DevOps/SRE,"sec_02,web_12,mkt_09,sec_04,hr_06,web_04,mob_09","cloud_04,des_04,fin_07",30-50k,Onsite-A,11-50,10,0,0,0,44.687226370350196,0,0.21431712329773697,0
client_P1,P,2025-08-29,Business,2.5513093603503725,"OS,Security,ML,Operations Management,Marketing,AI",0,2,Onsite-B,"ml_02,sec_02,fin_10,fin_02,mob_10,dev_05,dev_04",Investment Analyst,Investment Analyst,"web_03,ml_05,data_07,ml_11,cloud_07,des_06","dev_07,cloud_07",120k+,Onsite-A,11-50,14,5,1,0,21.554238289551115,2,0.2892376799855459,0
client_P1,P,2025-10-17,CS,3.4007451987733384,"AI,Security,DBMS,Mobile,Business Analytics",0,1,Hybrid,"mkt_07,sec_04,web_11,web_08,hr_06,fin_09,des_05",Talent Acquisition,Talent Acquisition,"des_05,fin_10,ml_02,cloud_08,fin_02","dev_01,cloud_07,dev_04",50-80k,Remote,1000+,6,0,0,0,32.246973326692945,1,0.16600727201262433,0
client_P1,P,2025-08-18,Finance,3.364427203507744,"Networks,Corporate Finance,HRM",3,0,Hybrid,"mob_09,fin_07,mob_05,cloud_08,fin_09,ml_05,hr_03,mob_02,web_01,web_04,mkt_03,mkt_05",Cloud/Infra,Cloud/Infra,"ml_05,cloud_08,fin_10,web_09,sec_02,des_06,web_01,dev_07,data_03","web_08,web_09,hr_06",50-80k,Onsite-C,11-50,9,1,0,0,31.57315194552266,0,0.3526003165159555,0
client_P1,P,2025-10-16,Economics,2.9992344258990467,"DBMS,Accounting,Digital Marketing,Human-Computer Interaction,Operations Management,Security",1,0,Remote,"dev_01,mob_08,mkt_09,fin_02,fin_09,web_11",Sales/BD,Sales/BD,"hr_03,des_09,cloud_02,web_02,sec_04","hr_03,dev_07",30-50k,Onsite-A,201-1000,11,0,0,0,15.582911166131032,0,0.1633711107067972,0
