client_id,org_type,posted_date,major,gpa,courses,projects_count,internships_count,student_location,student_skills,title,role_family,required_skills,nice_to_have,salary_band,job_location,company_size,impressions,clicks,saves,apply,dwell_time,revisit_count,match_score,recommended
client_C6,C,2025-06-05,SE,3.819681040380891,"Digital Marketing,Corporate Finance,Marketing,ML,Strategy,Accounting",0,2,Remote,"SEC-06-req,SEC-02-req,HR-10-req,DEV-08-req,CLOUD-04-req,DES-05-req,MKT-05-req,WEB-02-req,WEB-10-req",Marketing Specialist,Marketing Specialist,"MGT-07-req,HR-03-req,ML-06-req,WEB-10-req,HR-10-req,FIN-04-req,WEB-12-req","DES-08-req,SEC-05-req,MGT-08-req,MKT-07-req,HR-01-req",30-50k,Onsite-B,11-50,10,0,0,0,29.91791419718248,0,0.3208421855324392,0
client_C6,C,2025-07-20,Math,3.05034699547067,"HRM,DSA,Accounting",2,0,Onsite-C,"FIN-11-req,WEB-12-req,DEV-01-req,FIN-09-req,HR-10-req,HR-07-req,DES-02-req,CLOUD-04-req,DEV-04-req,MGT-02-req,SEC-03-req,MGT-08-req",Business Analyst,Business Analyst,"CLOUD-01-req,MKT-02-req,CLOUD-04-req,MOB-01-req,FIN-11-req,ML-02-req,DATA-12-req,MGT-02-req,DES-07-req,DATA-09-req","DES-05-req,CLOUD-03-req,MKT-09-req",120k+,Onsite-B,201-1000,6,4,2,1,32.30828073657199,0,0.4591519436142658,0
client_C6,C,2025-07-17,Finance,3.2295412116676494,"Networks,DSA,Marketing,DBMS,AI,Mobile",0,0,Onsite-A,"MOB-01-req,SEC-03-req,DEV-04-req,MGT-08-req,MKT-01-req,DEV-06-req,ML-06-req,HR-01-req,FIN-11-req,CLOUD-12-req",Finance Analyst,Finance Analyst,"FIN-04-req,MOB-04-req,FIN-08-req,WEB-12-req,SEC-05-req,DATA-09-req,CLOUD-02-req,HR-03-req,MGT-06-req,DEV-06-req","MOB-01-req,HR-03-req,WEB-02-req",120k+,Onsite-A,1000+,10,1,0,1,53.46310236951088,2,0.5527272280951581,0
client_C6,C,2025-05-22,SE,3.1735564018442703,"DSA,Accounting,AI",0,0,Remote,"WEB-10-req,WEB-02-req,MGT-07-req,MKT-07-req,MKT-05-req,MOB-04-req,MKT-02-req",Security,Security,"DEV-10-req,FIN-04-req,CLOUD-03-req,MGT-02-req,SEC-02-req","DEV-04-req,SEC-09-req,MKT-10-req",120k+,Onsite-A,1-10,14,1,1,0,37.4377796300741,1,0.11088406428109723,0
client_C6,C,2025-05-03,Finance,2.330729897705653,"Security,Marketing,WebDev",0,0,Onsite-A,"FIN-04-req,DEV-06-req,DES-02-req,DEV-09-req,DEV-08-req,CLOUD-12-req,CLOUD-01-req,SEC-08-req,WEB-07-req,HR-01-req",Talent Acquisition,Talent Acquisition,"CLOUD-03-req,HR-01-req,MGT-09-req,SEC-02-req,WEB-02-req,MGT-07-req,HR-10-req,SEC-10-req","DEV-01-req,MKT-10-req,HR-09-req,MGT-09-req,MOB-09-req",120k+,Onsite-C,201-1000,1,1,1,1,28.356755390491287,1,0.22860783869857218,0
client_C6,C,2025-04-22,Other,2.8009284556982132,"Mobile,OS,ML,HRM,Business Analytics",2,1,Remote,"DES-06-req,FIN-02-req,WEB-12-req,WEB-10-req,HR-03-req,SEC-03-req,SEC-09-req,CLOUD-04-req",DevOps/SRE,DevOps/SRE,"SEC-10-req,HR-07-req,DES-02-req,CLOUD-01-req,SEC-08-req,HR-03-req,CLOUD-03-req","SEC-09-req,HR-07-req,DATA-06-req,MOB-04-req",20-30k,Remote,201-1000,17,0,0,0,31.038810827599207,0,0.3783886291954972,0
client_C6,C,2025-07-31,Finance,2.847228554454325,"Human-Computer Interaction,OS,Networks,Corporate Finance,Marketing,Accounting",4,0,Onsite-A,"DES-06-req,CLOUD-02-req,MKT-05-req,SEC-02-req,SEC-03-req,FIN-08-req,MKT-09-req,DEV-01-req,DES-08-req,MKT-10-req,DATA-12-req",HR Manager,HR Manager,"SEC-05-req,MKT-02-req,DEV-09-req,SEC-06-req,DATA-06-req,MGT-02-req,MGT-09-req,CLOUD-03-req","MGT-08-req,MKT-02-req,HR-10-req,DEV-10-req,MGT-02-req",120k+,Remote,201-1000,17,1,1,1,20.796813087796707,2,0.26120039436380604,0
client_C6,C,2025-04-02,Design,3.519582643324652,"DBMS,Mobile,NLP,Strategy,ML,Security",2,1,Onsite-A,"WEB-07-req,DEV-09-req,MGT-08-req,ML-06-req,MKT-07-req,MGT-06-req,DATA-06-req,SEC-09-req,MKT-05-req,CLOUD-03-req,DES-09-req,DES-05-req",Sales/BD,Sales/BD,"FIN-11-req,MKT-02-req,CLOUD-03-req,MGT-07-req,HR-09-req,DES-02-req","MOB-04-req,MKT-01-req,DES-05-req,DEV-09-req",120k+,Onsite-C,11-50,7,4,1,0,19.146959138926825,0,0.3427872414235964,0
client_C6,C,2025-06-25,IT,2.9722681586306394,"DL,Accounting,Cloud,Security",2,1,Onsite-C,"CLOUD-02-req,CLOUD-06-req,CLOUD-12-req,HR-01-req,FIN-02-req,ML-06-req,DATA-09-req,DES-08-req,DEV-01-req,MKT-05-req,DATA-12-req",DevOps/SRE,DevOps/SRE,"HR-07-req,SEC-10-req,DES-09-req,CLOUD-04-req,CLOUD-06-req,SEC-03-req","MOB-09-req,WEB-08-req,HR-09-req,HR-10-req,FIN-09-req",50-80k,Hybrid,1-10,10,1,1,0,5.0,0,0.23208503753326498,0
client_C6,C,2025-05-16,HR,3.7727959595822633,"AI,DSA,Strategy,DBMS,Cloud",1,0,Onsite-C,"SEC-08-req,FIN-09-req,CLOUD-04-req,MKT-01-req,DEV-08-req,HR-01-req,DEV-09-req,DES-05-req,DES-06-req,FIN-08-req,MOB-01-req",Operations Manager,Operations Manager,"CLOUD-02-req,MGT-07-req,CLOUD-01-req,WEB-02-req,CLOUD-04-req,DEV-08-req,DES-05-req,DATA-12-req","CLOUD-04-req,ML-06-req,MKT-07-req",30-50k,Onsite-B,201-1000,20,2,0,1,43.477338450373814,0,0.42350447491538307,0
