client_id,org_type,posted_date,major,gpa,courses,projects_count,internships_count,student_location,student_skills,title,role_family,required_skills,nice_to_have,salary_band,job_location,company_size,impressions,clicks,saves,apply,dwell_time,revisit_count,match_score,recommended
client_C4,C,2025-04-27,Business,2.894105092555545,"Accounting,Business Analytics,Mobile,Cloud",1,2,Hybrid,"FIN-11-req,HR-08-req,SEC-02-req,SEC-06-req,HR-01-req,WEB-01-req,DES-08-req",Software Engineering,Software Engineering,"DEV-05-req,MGT-08-req,ML-06-req,SEC-02-req,MOB-08-req,FIN-12-req,HR-02-req,WEB-03-req,DATA-01-req,CLOUD-06-req","WEB-03-req,CLOUD-11-req,DEV-05-req,MKT-04-req",30-50k,Onsite-B,201-1000,7,4,0,0,28.99564846461429,0,0.19969846107564881,0
client_C4,C,2025-07-10,Design,3.2430968139180583,"Strategy,Security,HRM,Business Analytics",0,1,Remote,"HR-01-req,FIN-05-req,DEV-09-req,SEC-09-req,DATA-08-req",Operations Manager,Operations Manager,"WEB-04-req,HR-01-req,ML-04-req,CLOUD-03-req,MKT-02-req,CLOUD-02-req,MGT-10-req","SEC-06-req,MKT-01-req,DES-01-req,MKT-06-req",50-80k,Onsite-C,11-50,18,2,2,1,19.94235705461802,0,0.24384501796579233,0
client_C4,C,2025-06-19,SE,3.1711828341531243,"HRM,Marketing,OS,Operations Management,Cloud",1,0,Hybrid,"MKT-04-req,DES-08-req,WEB-04-req,DATA-01-req,MKT-01-req,HR-01-req,MKT-02-req,DATA-02-req,FIN-07-req,MGT-06-req,HR-04-req",Product Manager,Product Manager,"MKT-10-req,CLOUD-10-req,MKT-01-req,CLOUD-11-req,ML-04-req,HR-08-req","CLOUD-12-req,DES-08-req,MGT-06-req,MKT-02-req,FIN-07-req",20-30k,Hybrid,51-200,16,1,1,1,27.458332537827882,0,0.6457512676040175,1
client_C4,C,2025-04-05,Economics,3.375392396780047,"Accounting,AI,DL,Business Analytics",4,0,Onsite-A,"ML-04-req,SEC-02-req,FIN-03-req,DES-08-req,MKT-08-req,MGT-06-req,HR-08-req,MOB-02-req,FIN-05-req,ML-01-req,MKT-06-req,FIN-04-req",Full-Stack,Full-Stack,"MGT-06-req,HR-09-req,DATA-01-req,CLOUD-06-req,DES-01-req,ML-06-req,MGT-02-req","DATA-08-req,MKT-04-req,MGT-05-req,MOB-08-req,DEV-05-req",120k+,Onsite-B,201-1000,20,7,1,0,32.741622369854035,2,0.24483180021809411,0
client_C4,C,2025-05-16,Finance,3.524666382819754,"ML,AI,Human-Computer Interaction",1,2,Onsite-C,"MGT-02-req,DES-01-req,ML-04-req,MKT-03-req,WEB-01-req,DATA-08-req,SEC-09-req,FIN-04-req",Marketing Specialist,Marketing Specialist,"HR-03-req,SEC-09-req,DES-03-req,MGT-04-req,CLOUD-02-req","CLOUD-07-req,MOB-02-req,MGT-02-req,SEC-02-req",80-120k,Onsite-B,201-1000,12,2,1,0,44.91549644753371,0,0.2977503089167674,0
client_C4,C,2025-05-21,CS,2.728779617902432,"NLP,WebDev,Digital Marketing,Human-Computer Interaction",4,0,Remote,"MKT-03-req,DEV-05-req,WEB-03-req,ML-04-req,FIN-04-req,ML-06-req,HR-02-req,CLOUD-02-req,FIN-08-req,DES-03-req",Business Analyst,Business Analyst,"MKT-01-req,HR-08-req,ML-01-req,HR-04-req,WEB-09-req","HR-08-req,WEB-01-req,DES-08-req,FIN-03-req",120k+,Onsite-B,201-1000,8,2,2,1,34.67131624593028,1,0.21354753612691382,0
client_C4,C,2025-07-10,Design,2.5147875851939165,"Digital Marketing,Security,Mobile,Marketing",2,1,Hybrid,"DES-03-req,HR-05-req,DEV-09-req,ML-04-req,WEB-03-req,WEB-04-req,MKT-06-req,MGT-06-req",Marketing Specialist,Marketing Specialist,"MKT-02-req,MKT-04-req,MKT-08-req,MGT-08-req,HR-08-req,DEV-09-req,WEB-03-req,CLOUD-06-req,MOB-02-req","CLOUD-07-req,DATA-01-req,DEV-05-req",120k+,Remote,51-200,19,3,0,0,31.6986707805087,2,0.41388989524541603,0
client_C4,C,2025-06-28,EE,3.517524846305806,"NLP,Digital Marketing,WebDev,Business Analytics",1,0,Onsite-A,"CLOUD-06-req,MKT-06-req,MGT-04-req,MGT-10-req,MKT-01-req,DES-01-req,FIN-04-req,CLOUD-02-req",Data Engineering,Data Engineering,"ML-01-req,DEV-09-req,WEB-03-req,DES-08-req,DES-03-req,MOB-08-req","SEC-04-req,HR-01-req,CLOUD-02-req",80-120k,Remote,1000+,15,6,3,0,32.85131861810201,0,0.28159838669544024,0
client_C4,C,2025-05-28,Math,3.066721305053123,"Operations Management,AI,DSA,DL,ML",2,3,Onsite-B,"MKT-01-req,FIN-05-req,FIN-12-req,FIN-08-req,HR-09-req,HR-04-req",Data Engineering,Data Engineering,"FIN-04-req,MOB-02-req,FIN-07-req,MKT-01-req,HR-02-req,MKT-02-req","MKT-06-req,SEC-04-req",120k+,Remote,11-50,17,0,0,0,58.401874795467066,2,0.2188721388975222,0
client_C4,C,2025-06-07,Business,3.6839366766180026,"HRM,DL,Operations Management,DBMS",1,1,Onsite-C,"ML-06-req,HR-02-req,FIN-11-req,MKT-04-req,CLOUD-12-req",ML Engineering,ML Engineering,"DES-03-req,WEB-09-req,MKT-06-req,FIN-03-req,MKT-10-req,ML-06-req,SEC-04-req,CLOUD-03-req,MOB-08-req,MOB-02-req","MOB-08-req,FIN-11-req",120k+,Onsite-C,1-10,18,2,0,0,42.21250501790869,1,0.3744019513273124,0
