client_id,org_type,posted_date,major,gpa,courses,projects_count,internships_count,student_location,student_skills,title,role_family,required_skills,nice_to_have,salary_band,job_location,company_size,impressions,clicks,saves,apply,dwell_time,revisit_count,match_score,recommended
client_U6,U,2025-01-06,Design,3.0869982381041456,"NLP,Operations Management,Corporate Finance,OS,Cloud,WebDev",3,0,Remote,"DEV_06,HR_01,MKT_02,SEC_08,MKT_08,WEB_08",Mobile,Mobile,"DES_06,MGT_03,SEC_01,HR_07,ML_07","FIN_03,SEC_08",120k+,Onsite-A,1000+,12,3,2,0,64.69885623777189,1,0.23499540996114665,0
client_U6,U,2025-02-23,Other,4.0,"Security,OS,AI,Cloud",3,0,Hybrid,"FIN_08,DES_02,ML_01,DATA_07,WEB_11,MKT_06",Marketing Specialist,Marketing Specialist,"MGT_08,FIN_05,DEV_01,WEB_11,CLOUD_10,WEB_09,ML_04,MKT_09","MGT_03,HR_07,DATA_08,WEB_09",120k+,Onsite-A,51-200,13,1,1,1,11.837800855641948,0,0.4965929532509045,0
client_U6,U,2025-03-18,Business,3.159026501096213,"Corporate Finance,AI,Cloud,Strategy,Human-Computer Interaction,Accounting",0,1,Hybrid,"FIN_12,WEB_11,CLOUD_07,WEB_08,HR_08,MGT_06,HR_07,SEC_08,MGT_03",Marketing Specialist,Marketing Specialist,"WEB_09,ML_01,MKT_08,ML_06,WEB_08,MGT_04,FIN_02","ML_04,MGT_05,FIN_10",80-120k,Onsite-B,11-50,3,3,1,0,25.120535517098112,0,0.36348475025944943,0
client_U6,U,2025-02-23,Math,2.2154682640335412,"Business Analytics,DBMS,Operations Management,AI,Mobile",4,0,Onsite-B,"HR_03,ML_06,SEC_01,MGT_08,DES_04,DES_06,FIN_11,WEB_11,CLOUD_06,ML_01,DES_05",Data Engineering,Data Engineering,"CLOUD_08,MKT_10,DES_02,MGT_07,MGT_03,CLOUD_06,DATA_07,HR_03","DES_06,MKT_02",20-30k,Remote,11-50,4,3,1,0,47.725921426757026,1,0.3308018766289716,0
client_U6,U,2025-02-27,Finance,2.9195060081524056,"Business Analytics,Corporate Finance,DBMS",3,2,Onsite-A,"MKT_06,FIN_08,DES_06,MKT_10,DES_02,MGT_01,DEV_06,DATA_04",HR Manager,HR Manager,"MGT_07,CLOUD_07,MKT_07,MKT_01,MOB_02","CLOUD_10,SEC_04,WEB_01,ML_04,FIN_04",120k+,Onsite-A,1000+,14,1,1,0,30.57337340788157,0,0.4049662092911658,0
client_U6,U,2025-02-11,Economics,2.696661017402965,"Networks,ML,Corporate Finance",1,1,Hybrid,"MKT_10,DES_05,DATA_04,HR_05,DEV_01,ML_10,DATA_11",HR Manager,HR Manager,"ML_06,MOB_08,MKT_01,HR_01,CLOUD_08","MGT_07,FIN_04,HR_01,DES_06",20-30k,Hybrid,201-1000,7,1,1,1,23.033480108059784,1,0.4507042453070864,0
client_U6,U,2025-03-04,Finance,2.841070890266443,"Digital Marketing,Corporate Finance,Mobile,WebDev",1,1,Hybrid,"HR_08,ML_03,MGT_08,DES_04,MKT_09,MGT_06,DATA_08,MKT_02",ML Engineering,ML Engineering,"DES_09,WEB_08,HR_08,WEB_01,DATA_10,SEC_05,DES_02,MGT_06,MKT_06","MKT_06,MGT_08",50-80k,Onsite-A,1000+,10,2,2,0,5.0,1,0.35581995503765834,0
client_U6,U,2025-03-14,Management,2.9720973717234904,"Cloud,Corporate Finance,Security,Business Analytics,Networks,DSA",4,2,Onsite-C,"MGT_07,MOB_01,CLOUD_10,MGT_03,MKT_01,MGT_04,SEC_01",Digital Marketing,Digital Marketing,"MGT_01,MKT_01,HR_01,MOB_02,DATA_08,MGT_07,DES_09,CLOUD_11,WEB_09,FIN_11","CLOUD_11,CLOUD_06,DES_09,MKT_02",120k+,Onsite-C,1000+,5,3,1,0,20.131568867252973,1,0.5188932602940951,0
client_U6,U,2025-03-10,Design,4.0,"Corporate Finance,AI,OS,Accounting",2,0,Hybrid,"CLOUD_10,MKT_02,MGT_04,FIN_10,DEV_06,MKT_03",Design/UI-UX,Design/UI-UX,"DES_09,MOB_08,MGT_05,ML_07,DEV_01,MGT_07,ML_10,FIN_08,MOB_01,MKT_09","FIN_11,WEB_01",50-80k,Onsite-A,201-1000,11,2,2,1,46.813485925137456,2,0.401538207685244,0
client_U6,U,2025-01-20,IT,2.7021069764907284,"Cloud,Corporate Finance,ML,Marketing,DL",3,2,Onsite-C,"CLOUD_09,DATA_08,DATA_07,DATA_11,DEV_01",Backend,Backend,"SEC_04,SEC_02,CLOUD_06,SEC_05,DES_05,MKT_07,CLOUD_09","FIN_03,DATA_07",120k+,Hybrid,11-50,8,1,1,0,40.035938586634714,1,0.36413445349977647,0
